DEFAULT,LOAN,MORTDUE,VALUE,YOJ,DEROG,DELINQ,NINQ,CLNO,DEBTINC
0,7500,,40150,5,0,0,1,0,
1,7500,80440,72920,8,0,1,0,24,
0,7500,60000,87830,5,0,0,2,16,
1,7500,126000,151380,18,0,2,1,13,
0,7500,40936,50900,10,1,0,1,26,
0,7500,,26850,20,0,0,1,16,
0,7500,49100,85650,18,0,0,0,29,
1,7500,,71799,4,0,3,0,22,
1,7500,39600,42000,1,0,0,1,15,
0,7500,42077,91676,5.5,1,4,1,30,
0,7500,42721,67000,15,1,3,2,23,
0,7500,,,20,,,0,20,
1,7500,12115,35910,13,3,6,0,24,24.66227667
0,7500,67778,83368,15,0,0,0,17,24.09177036
0,7500,60192,76475,8,0,0,2,24,39.28051238
0,7500,57213,92458,28,0,0,1,16,23.99235335
1,7500,50000,80000,9,,5,2,18,
0,7600,133475,203936,1,0,0,2,23,37.00596784
0,7600,77518,83727,4,,,,,22.65514029
0,7600,48829,62357,3,0,1,2,12,35.67227361
0,7600,58622,77726,15,0,0,2,36,34.88206644
0,7600,,28593,20,0,0,0,16,35.58340317
0,7600,49926,58588,5,,1,,16,35.05189677
0,7600,80900,99525,2,0,0,0,26,34.77708943
0,7600,,40341,3,0,0,1,25,43.30010531
0,7700,14776,32287,,,,,,34.88046232
0,7700,32243,36369,12,0,0,0,13,21.72081838
0,7700,53377,86018,16,0,0,0,28,24.21765848
0,7700,56622,70136,7,,4,1,11,38.13234577
0,7700,35100,45000,10,0,0,1,23,
0,7700,,67350,,,,,,
0,7700,70451,81862,3,0,0,0,31,31.68194302
0,7700,20887,26958,0,0,0,10,6,30.23350474
1,7700,14589,33100,3,0,7,0,22,
0,7700,76056,83643,22,0,0,0,47,28.54452887
0,7700,,68131,1,0,0,0,3,40.49982045
0,7700,51045,91068,20,0,0,0,28,27.23109397
0,7800,44000,57500,11,0,0,0,23,
1,7800,,11702,0,0,0,2,7,21.27178537
0,7800,58399,65945,1,0,1,2,18,37.02476444
0,7800,42802,52422,8,,,,18,26.49587929
0,7800,58364,66688,3,0,2,3,18,37.92927387
0,7800,64503,85608,12,0,0,0,35,34.42324885
0,7800,69662,80498,4,0,0,0,14,42.80734195
0,7800,45391,61743,12,0,0,0,22,36.70541274
0,7800,48200,59000,23,0,0,3,29,
0,7800,55000,62800,6,0,0,0,34,
0,7800,38506,50309,11,0,0,0,32,35.90611585
0,7800,55394,63567,23,0,0,2,29,38.98393849
0,7800,,30320,2,0,0,0,13,23.24567301
0,7800,109000,123500,6,0,1,0,19,
0,7800,53243,95065,7,0,0,2,24,31.82762682
1,7900,67222,75189,4,0,0,0,23,36.97971203
0,7900,44682,57285,7,1,0,1,25,25.40901671
0,7900,44690,45841,10,0,0,0,22,32.28572409
1,7900,126919,166566,10,,,,,
0,7900,40827,55757,14,0,0,0,11,31.8505639
0,7900,,31602,20,0,0,0,15,35.58605153
0,7900,,67081,1,0,0,0,4,41.07787822
0,7900,,71519,0,0,0,0,4,38.3750913
0,7900,77221,95316,4,0,0,0,25,35.42979658
0,7900,,35422,19,0,0,0,15,37.83671487
0,7900,42400,53000,2,0,1,0,20,
1,7900,55383,70020,12,2,0,10,8,44.85897732
0,7900,,37125,,,,,12,29.41354976
0,7900,78532,122952,29,0,0,1,37,35.31155263
0,7900,,75462,,,,,,23.34502168
0,7900,41935,53543,8,0,0,1,22,31.4916868
0,8000,53000,65960,7.5,0,0,0,17,
0,8000,49232,61221,23,0,0,3,29,41.24661263
0,8000,45557,56235,7,,1,,16,36.50316075
0,8000,61565,87624,14,0,0,0,17,23.56256501
0,8000,82547,105361,24,0,0,2,13,32.16092259
0,8000,70546,81272,4,0,0,0,31,33.3615863
0,8000,177683,251771,,0,0,0,22,39.73544882
0,8000,75690,96517,1,,,,,27.33615739
1,8000,49685,81020,2,0,3,0,15,47.00097522
0,8000,28000,41950,2,0,0,1,20,
0,8000,47823,63000,5,0,0,2,18,
0,8000,61000,90450,4,2,1,0,9,
0,8000,58000,73750,22,0,4,1,20,
0,8000,33000,38500,2,0,0,0,0,
1,8000,33689.3,48000,3,0,0,0,13,
1,8000,47306,68350,9,0,0,0,20,
0,8000,45000,56100,9.9,0,0,3,34,
0,8000,69341,86900,15,0,1,0,9,
0,8000,70917,83500,8,0,0,0,23,
0,8000,,34226,,,1,1,10,
0,8000,78720,86800,0.1,4,0,0,4,
0,8000,38758,46466.26,21,1,1,1,18,
0,8000,79200,116500,8,,,,,
0,8000,63700,79754,3.8,0,0,0,16,
0,8000,41000,54000,4,0,0,1,22,
0,8000,76600,96000,2,0,0,2,24,
0,8000,65000,93600,16,,,4,16,
0,8000,49000,60000,11,0,0,1,19,
1,8000,37871,,15,6,2,0,30,
0,8000,4500,,1,3,2,6,15,
0,8000,63152,,9,1,1,1,26,
1,8000,21944,31352,0,1,1,9,3,
0,8000,86804,113000,7,1,3,1,20,
0,8000,36000,115800,,0,0,3,30,
1,8000,32100,36739,4,0,0,2,8,31.27671568
0,8000,47154,65458,2,0,0,3,12,38.8737113
1,8000,92487,113947,8,0,3,0,19,26.45752445
0,8000,84282,121045,28,0,0,1,37,35.36268639
0,8000,57361,71167,2,0,1,0,22,29.38198545
0,8000,80817,89515,0,3,0,0,4,29.63890142
0,8000,,49000,11,1,0,2,13,
0,8000,84730,123455,9,,,,,40.03264933
0,8000,58006,94930,4,0,0,2,24,30.91339584
0,8000,,68572,1,0,0,0,4,37.7039115
0,8100,43553,88242,2,0,0,4,30,31.32965172
0,8100,78508,200133,14,0,0,,8,
0,8100,48781,50434,5,0,0,0,18,24.54519214
0,8100,84822,123854,31,0,0,2,38,36.20511455
0,8100,53863,74705,0,0,0,8,21,26.04646942
0,8100,78977,91995,19,0,0,1,23,38.82094029
0,8100,81322,97823,3,0,0,0,25,32.71677759
0,8100,46380,58745,7,0,0,0,18,22.37534117
0,8100,66546,84943,3,0,0,0,15,30.3980051
0,8100,54841,71400,6,0,0,2,15,
0,8100,66691,82768,4,0,0,0,15,32.39650949
1,8100,19772,39431,0,0,1,1,12,20.34246772
0,8100,13179,32981,,,,,,31.74224928
0,8100,69047,82113,3,0,0,0,30,35.07391836
0,8100,26886,36527,12,0,0,0,13,24.86556719
0,8100,,56386,11,1,0,2,12,32.38595617
1,8100,28523,39816,5,0,0,0,16,37.39352642
0,8100,28187,32584,0,1,0,10,7,29.28795683
0,8100,50373,65865,5,0,0,2,11,38.91015083
0,8200,10909,37286,3,0,0,0,12,22.23295281
0,8200,39175,55848,10,,,,18,24.20011144
0,8200,,50061,10,0,0,1,13,33.63213652
0,8200,101230,120087,9,,,1,49,40.55827149
0,8200,62603,86782,15,0,0,0,18,24.63662135
0,8200,117314,132770,4,0,1,0,19,34.55205243
0,8200,64006,80409,15,0,0,0,36,35.63672035
0,8200,,49362,,,,,,11.76969215
0,8200,171456,246758,,0,0,0,21,40.33786076
0,8200,72986,87621,14,0,1,0,9,24.69743042
0,8200,172497,249071,,0,0,0,21,41.09802515
0,8200,51730,59025,16,0,3,0,37,24.38009265
0,8200,58536,66546,1,0,2,2,17,34.71164955
0,8200,68013,77008,8,0,0,1,23,40.7925897
1,8200,47700,60000,0.1,0,0,0,0,
0,8200,76268,89166,23,0,0,1,46,29.86957664
0,8200,,38648,,,,,10,30.44537563
0,8200,120837,176244,8,0,0,0,20,34.74574315
0,8200,61821,64832,5,0,0,0,34,35.87534399
0,8200,66254,74994,7,0,0,1,24,39.72610514
0,8200,,49331,9,0,0,2,12,33.71861386
0,8200,67489,80145,2,0,0,0,7,36.91231088
1,8200,87979,94854,10,0,0,3,19,41.2706826
0,8200,80989,105080,1,0,0,1,24,38.4757705
0,8200,135929,200275,0,0,0,1,23,37.80543265
0,8200,75870,97922,0,,,,,27.27636492
0,8200,48515,59240,17,0,4,0,36,27.45914423
0,8200,79751,125413,7,,,,,41.98555729
0,8200,,33540,21,0,0,0,15,36.60169886
0,8200,13392,34254,3,0,0,0,11,21.92999049
1,8300,82000,111000,6,2,2,2,12,
0,8300,57503,72704,18,0,0,0,11,33.33711876
0,8300,61213,65798,6,0,0,2,20,41.42687223
0,8300,41481,50448,20,0,1,1,18,35.88829101
0,8300,14601,66143,24,0,0,1,12,40.01507057
0,8300,51783,57839,3,0,0,0,20,36.21035133
0,8300,47000,78320,18,0,0,1,17,
0,8300,59761,75081,17,0,0,1,11,31.95922724
1,8300,,47244,6,,,,,
0,8300,,41438,,,,,12,30.10407144
0,8300,178745,251935,,0,0,0,22,42.35805988
0,8300,67715,86945,14,0,0,0,17,25.19429721
0,8300,44783,63424,2,0,,,12,36.5878698
0,8300,45842,50006,16,0,0,0,12,31.36082195
0,8300,101150,115215,23,0,0,0,12,36.50599948
0,8300,67839,76502,9,0,0,3,24,38.97429353
0,8300,35343,51986,10,0,0,1,31,37.96660602
0,8300,54039,89301,18,0,0,0,28,26.26681575
0,8300,71922,117151,2,0,0,1,37,18.15682662
1,8300,10000,63775,0,0,0,0,14,
0,8400,75912,95329,18,0,1,0,24,38.64180454
0,8400,39677,54707,10,0,0,1,23,31.21770976
0,8400,53841,64284,15,0,3,0,36,26.05485371
0,8400,39991,58511,10,,,,19,24.29863608
0,8400,82597,83858,25,0,0,1,47,28.91075714
0,8400,82972,121796,7,,,,,41.44562357
0,8400,17479,66894,23,0,0,1,13,40.58857607
0,8400,62989,76718,3,0,2,0,22,29.20040034
0,8400,43589,49950,9,0,0,0,23,33.59231894
0,8400,62583,77481,6,0,0,2,15,26.30838033
0,8400,41656,51846,10,,,,19,25.76896503
0,8400,77144,91532,19,0,1,1,24,40.91273699
0,8400,80490,93028,0,,,,,29.47376148
0,8400,60995,78444,4,0,1,0,23,26.9327076
1,8400,31800,72000,,0,2,1,21,
0,8400,43900,55000,1,0,0,1,21,
1,8400,44800,56000,0,1,5,4,42,
0,8400,30146,39326,11,0,0,0,12,23.09720188
0,8400,84666,123613,8,,,,,39.65832005
0,8400,,39106,,,1,0,10,35.6835022
0,8400,35240,54314,8,0,0,1,22,32.57186729
0,8400,57103,78079,0,0,0,8,21,23.52118826
0,8400,78089,90660,9,0,0,0,22,27.09304112
0,8400,77916,93589,0,,,,,27.87387063
1,8400,48032,95213,5,1,4,0,30,38.19168174
0,8400,57694,70782,4,0,0,0,34,37.62278555
0,8400,85136,125912,9,,,,,40.71517804
0,8400,102894,117799,9,,,1,49,39.63319009
1,8400,32000,49000,12.6,0,3,2,18,
0,8400,37256,45956,1,0,0,1,6,31.24524851
0,8500,83157,202962,14,0,0,,8,21.29733923
0,8500,,42980,,,1,0,9,37.6596682
0,8500,73752,87931,21,1,1,0,24,39.00314063
0,8500,41210,45175,9,0,0,1,22,29.96408198
0,8500,,32907,18,0,0,1,15,35.31271048
1,8500,30077,42770,0.25,0,0,0,10,
0,8500,54000,62533,4,0,1,0,10,
0,8500,55100,66900,15,0,0,4,32,
1,8500,48961,73550,11,6,1,4,11,
1,8500,18240,40200,1,0,1,0,12,
0,8500,64665,72376,4,0,0,3,20,40.30904123
0,8500,50031,57276,0,0,0,0,21,35.15870257
0,8500,61607,81126,16,0,0,1,35,34.72969809
0,8500,49266,64461,22,0,0,3,29,37.97675792
0,8500,50569,60940,6,0,0,0,22,29.20247674
0,8500,,27873,21,0,0,0,15,38.3754061
0,8500,78346,82226,22,0,0,1,47,30.19939952
0,8500,47777,78979,18,0,0,1,16,34.8286475
0,8500,53459,62678,13,0,0,0,18,30.05290208
0,8500,77954,82965,25,0,0,1,46,28.58451556
1,8500,29383,45900,8,0,0,0,22,
0,8500,20959,62956,20,0,0,1,13,41.07759066
0,8500,6424,32365,,,,,,33.9044645
0,8500,58327,75044,2,0,2,0,22,28.11181383
0,8500,79484,87893,1,0,0,1,10,35.75908385
0,8500,73208,88588,10,0,0,0,23,30.08248898
0,8600,38646,54073,14,0,0,0,11,32.53025665
0,8600,,54905,8,0,0,2,13,32.5539761
0,8600,,47791,,,,,,14.39253608
0,8600,42380,60733,3,0,0,0,22,28.43434208
1,8600,36933,42289,4,0,0,2,26,38.43649009
0,8600,21000,79000,21,0,0,0,11,
1,8600,,25000,0,6,0,2,27,
0,8600,78579,93697,0,0,0,1,10,33.8372027
0,8600,172418,251426,,0,0,0,22,40.92591059
0,8600,58846,72733,14,0,0,3,32,39.77508785
0,8600,41126,55500,6,0,0,1,11,
0,8600,57727,70828,5,0,0,3,19,41.75352499
0,8600,22960,80874,20,0,0,0,11,25.8873199
0,8600,75464,84263,21,0,0,0,47,28.19671491
0,8600,,51703,,,,,,12.10514386
0,8600,42226,50386,21,1,0,0,17,34.92786612
0,8600,45960,57473,4,0,0,0,22,26.75441155
0,8600,76703,100862,0,0,1,0,31,34.38623066
1,8600,44992,66403,8,0,0,1,27,43.87561082
0,8600,14762,66271,25,0,0,1,13,42.27663421
0,8600,61468,72143,19,0,0,0,11,31.92576655
0,8600,66366,75957,8,0,0,2,25,39.66040874
0,8600,124810,176581,8,0,0,1,19,32.87645851
0,8700,46489,63573,4,0,0,1,21,28.78792285
0,8700,57254,86883,16,0,0,0,28,25.04343675
0,8700,54283,58563,3,0,1,3,11,38.59036694
0,8700,58007,73069,14,0,0,3,31,37.89748089
0,8700,54768,87268,18,0,0,0,28,26.36713414
0,8700,87415,201689,13,0,0,,7,20.25386389
0,8700,53073,83415,2,0,0,3,29,30.20150946
1,8700,62600,77600,0.5,1,0,3,13,
0,8700,60237,69891,3,0,0,0,9,32.28031362
0,8700,77377,97070,3,0,0,2,24,38.21772578
0,8700,30716,84778,19,0,0,0,10,23.80889415
0,8700,53504,66888,7,,3,2,10,39.31877226
0,8700,78817,115527,1,0,0,1,37,16.37841295
1,8700,57141,70244,8,0,0,0,19,31.89131426
0,8700,79062,98038,4,0,0,0,26,33.57803554
0,8700,,32855,,,,,,35.93790268
0,8700,51950,67475,4.5,0,1,2,16,
0,8700,43759,50070,19,1,1,0,17,34.0581468
0,8700,93759,119459,24,0,0,1,12,38.72971089
0,8700,76008,95976,0,,,,,30.02224516
0,8700,50711,87898,4,0,0,4,30,32.74300708
0,8700,62400,81315,6,0,0,2,14,26.62089773
0,8700,77930,80164,20,0,0,1,47,29.6623601
0,8700,58060,65605,23,0,0,3,29,39.82999947
0,8700,51033,58513,2,0,0,0,20,37.87927834
0,8700,68186,82518,1,0,0,0,7,36.44893885
0,8700,52388,64332,1,0,,,12,36.87492751
0,8700,56904,64122,5,,4,2,11,38.6956146
0,8700,76510,108130,2,0,0,1,37,17.41485961
1,8800,12750,,23,,,,,
1,8800,108608,,0,0,6,4,23,
1,8800,2800,18361,2,3,1,4,3,
0,8800,51740,60852,23,0,0,3,29,39.88548381
0,8800,135899,202788,1,0,0,1,23,35.93202507
1,8800,67200,80300,10,4,1,1,33,
0,8800,26607,39710,0,0,0,1,30,38.32672821
0,8800,78953,93018,7,0,0,0,22,28.28942917
1,8800,33395,51057,2,0,0,1,20,16.88303101
1,8800,32169,37533,3,0,0,3,19,25.34174093
0,8800,56963,70607,4,0,0,3,19,40.34526073
1,8800,50000,68000,19,0,0,0,16,
0,8800,74562,89695,24,0,0,1,47,28.43971651
0,8800,101717,122299,11,,,1,49,38.42142758
0,8800,,74928,,,,,,23.98891307
0,8800,,32221,0,0,0,0,14,24.19867837
0,8800,73765,93917,15,,,4,15,24.49119861
0,8800,55990,89673,18,0,0,0,29,27.70164974
0,8900,80334,87448,18,0,0,0,23,38.51399745
1,8900,33208,75000,22,0,3,1,33,
0,8900,75441,116950,26,0,0,2,37,33.78852367
0,8900,111493,133191,6,0,0,0,19,34.3711489
0,8900,63342,78275,19,0,0,1,11,32.61266276
0,8900,58503,74706,6,0,0,1,16,36.79323717
1,8900,62733,77741,8,0,0,3,17,37.77330059
0,8900,58839,81223,4,0,0,2,15,26.20640995
1,8900,60782,100000,14,0,8,0,36,
0,8900,64343,84013,4,0,0,0,12,35.78843746
1,8900,133847,157399,17,0,2,0,12,34.70233074
1,8900,147801,157335,4,0,0,4,21,34.75656038
0,8900,,42309,,,1,0,10,37.35952991
0,8900,,49147,,,,,8,37.10814206
1,8900,72581,90585,18,1,1,0,30,
0,8900,77261,96434,3,0,0,0,26,33.90846584
0,9000,50513,61190,5,0,0,1,11,30.49800512
0,9000,75453,100646,3,0,0,0,26,33.75846632
0,9000,50170,64309,7,,3,2,11,39.97548983
0,9000,81248,92503,0,0,0,2,10,37.39023989
1,9000,90969,108606,5,5,2,5,28,27.34759661
0,9000,79259,84322,22,0,0,1,47,29.67139034
0,9000,56162,75526,6,0,0,0,15,35.73405682
0,9000,51091,68264,22,0,0,2,29,39.38731755
0,9000,93521,126024,9,,,1,49,41.66428104
1,9000,52311,68994,0,0,1,0,9,28.45471286
0,9000,8221,38290,4,0,0,0,12,23.70306719
0,9000,56930,67557,0,0,1,2,18,36.68688204
1,9000,52257,58275,5,0,0,0,21,34.14472595
0,9000,41153,51841,10,0,0,0,23,32.42429306
1,9000,31170,50725,16,0,0,0,18,
1,9000,84532,104000,3,0,0,1,3,
0,9000,76964,90500,3,0,0,2,32,
0,9000,64917,102270,10,0,0,0,21,
0,9000,,63684,,0,0,0,7,
0,9000,47350.86,105000,6,0,1,0,10,
0,9000,50400,65000,6,,,,24,
0,9000,96884,110108,18,0,2,2,16,
0,9000,82700,121000,9,0,0,1,22,
0,9000,29000,51740,31,0,0,0,19,
1,9000,43881,56000,5,0,3,3,28,
1,9000,31896,46195,25,0,2,3,16,36.68165215
0,9000,56226,67466,7,0,0,0,16,33.98784698
1,9000,32539,65440,5,,,,,42.36894433
0,9000,131108,199295,1,0,0,1,22,35.93061089
0,9000,55367,79819,5,0,0,1,15,27.1892129
0,9000,50866,73064,5,,,,23,40.1860615
0,9000,12340,36133,,,,,,31.70381472
0,9000,53177,56782,9,0,0,3,33,40.0841755
0,9100,,50391,,,,,,15.02470583
0,9100,80719,86782,23,0,0,1,47,30.39545792
0,9100,50606,58822,11,0,0,0,22,36.30240922
1,9100,17218,36721,8,0,1,3,5,37.47941029
0,9100,43249,52946,20,1,1,1,18,35.18184074
0,9100,48797,67761,7,,3,3,11,37.79737881
1,9100,,11550,,0,0,1,3,
1,9100,78369,92000,0.2,0,0,3,35,
1,9100,28550,40300,5,0,0,7,33,23.08290534
0,9100,24721,34462,1,0,0,9,7,27.52068217
0,9100,62976,77829,0,0,2,0,23,26.09041891
0,9100,46406,56134,9,0,0,3,34,39.46633033
0,9100,,74450,,,,,,23.94251651
0,9100,53764,56429,9,0,0,3,33,40.58208394
0,9100,78210,86558,8,0,0,0,23,28.1670747
0,9100,59430,76897,5,0,1,1,16,37.47092338
0,9100,47756,84022,18,0,0,1,17,32.39114639
0,9200,71994,95525,16,,,3,16,25.62193049
0,9200,92395,114494,24,0,0,1,11,39.11215036
0,9200,55643,75267,2,0,1,2,15,35.62935439
0,9200,19756,26140,0,1,0,9,7,27.07525664
0,9200,46707,60000,4,0,0,2,17,
1,9200,64900,78000,10,0,0,2,24,
1,9200,70715,85000,26,0,0,2,23,
0,9200,72859,88183,8,0,0,0,23,29.00720777
0,9200,52531,66491,11,0,0,1,19,32.65762889
0,9200,57375,69040,0,0,1,2,18,36.62562946
0,9200,48130,62358,15,0,4,0,36,27.61706343
0,9200,69657,89082,3,0,0,0,16,28.74989037
0,9300,79724,105493,2,0,0,2,23,39.38611808
0,9300,73252,100537,2,0,0,0,26,34.51463507
0,9300,30204,57036,30,0,0,0,19,23.13784056
0,9300,75425,109040,2,0,0,0,38,17.87525907
0,9300,,57650,11,1,0,2,13,31.55383541
0,9300,63566,70551,14,0,0,0,19,42.48370297
0,9300,,45906,,,,,9,36.14127616
0,9300,79133,100033,3,0,0,2,31,40.79463545
0,9300,46466,57182,2,0,0,0,20,38.44431799
0,9300,59617,67709,4,0,1,1,16,35.96828075
0,9300,,36793,,,,,11,30.73881376
0,9300,58051,65334,6,,,,23,41.86003981
0,9300,39307,51680,8,0,0,0,23,30.7315717
1,9300,84900,105798,2,0,0,1,3,26.9566979
0,9300,78000,97700,12,0,2,4,29,
1,9300,24000,37125,3.5,1,1,2,19,
0,9300,21138,30700,3,,,,,
0,9300,44026,70535,12,3,1,2,29,
0,9300,,55350,9,0,0,2,13,33.6355254
0,9300,81986,94513,2,3,0,0,4,31.89390379
0,9300,54088,66961,22,0,0,3,28,40.82354171
1,9300,38115,60493,14,0,0,0,18,29.63360847
0,9300,53772,71497,2,0,2,0,23,29.68667084
0,9300,,44108,,,,,12,29.74359996
0,9300,21979,39880,3,,,,,38.84408934
0,9300,106449,120066,18,0,1,1,15,37.08645509
0,9400,52371,55764,1,0,0,0,20,37.35868805
0,9400,49484,59137,10,0,0,0,22,37.26913108
0,9400,,50575,,,,,8,35.9078154
0,9400,57105,67061,6,0,0,0,34,35.73459276
1,9400,52024,89107,0,1,0,3,26,36.08003177
0,9400,85448,94101,2,0,0,2,32,39.54184797
0,9400,56508,78358,17,0,0,0,11,32.32749505
0,9400,81596,116738,28,0,0,1,38,34.16951368
0,9400,76989,88788,24,0,0,0,46,30.06137137
0,9400,57000,70000,4,0,0,2,17,
0,9400,26700,40150,9,0,0,0,4,
0,9400,,30455,18,0,0,0,16,39.00006486
0,9400,61185,65302,1,0,2,2,18,35.61194388
0,9400,109991,125146,7,0,1,0,18,34.81346859
0,9400,122412,178547,7,0,0,0,19,35.46338698
0,9400,61213,70800,5,0,0,3,20,39.40381239
0,9400,53756,76077,12,2,0,2,29,33.37457063
0,9400,81546,119128,30,0,0,2,38,34.15031938
0,9400,86539,95010,0,4,0,0,3,29.81532359
0,9400,71600,99682,16,,,4,16,25.60722823
0,9400,77715,101258,2,0,0,1,23,38.10800099
0,9400,52598,74747,6,,,,24,42.26546612
0,9400,51505,84178,19,0,0,0,16,35.53061343
0,9400,92340,125451,7,0,0,1,22,36.3499746
0,9400,53244,62245,23,0,0,3,28,37.82185151
0,9400,77410,116693,0,0,0,0,37,17.17690066
0,9400,56675,66976,6,0,0,0,33,35.03337113
0,9400,103973,119817,18,0,2,2,16,37.33797719
1,9500,50400,63000,1,0,0,8,22,
1,9500,36114,45654,0,0,0,0,9,25.34347845
0,9500,115186,131800,7,0,0,0,19,33.43055804
0,9500,41541,57280,6,0,0,1,10,29.16012708
0,9500,28750,42408,0,0,0,1,30,39.05039479
0,9500,47019,59413,4,0,0,0,11,31.41813239
0,9500,131394,162449,10,0,0,0,18,19.55124299
0,9500,55862,62965,15,0,4,0,36,26.14117805
0,9500,70000,85000,9,0,1,1,12,
0,9500,35019,52710,12,0,0,0,31,38.20866784
0,9500,21900,35250,16,0,0,1,10,
0,9500,59494,75930,0,0,0,0,6,36.88843637
0,9500,42699,57680,10,0,0,1,26,25.07515295
0,9500,43210,59692,1,1,,,13,38.70498507
0,9500,58185,64576,6,,4,1,11,38.29830913
1,9500,54612,68759,9,0,0,0,19,31.35390694
0,9500,79479,88772,8,0,0,0,12,37.95298991
1,9500,,40000,10,0,0,1,1,
0,9600,62405,69459,0,0,2,2,18,36.26033127
0,9600,45158,55455,15,0,0,0,12,30.931518
0,9600,64758,63646,5,0,0,0,34,35.98492935
0,9600,53277,60843,0,0,0,0,21,37.95078758
0,9600,84333,201281,14,0,0,,7,17.82563094
0,9600,70589,99384,0,0,1,0,31,34.23478958
1,9600,42357,99756,4,1,4,0,30,36.52517293
0,9600,,68324,,0,0,0,6,36.55426832
0,9600,73000,99600,4.5,0,1,1,34,
0,9600,53196,63942,16,0,4,0,36,24.01676994
0,9600,56224,60260,15,0,3,0,36,25.43946354
0,9600,46683,61773,1,0,0,1,20,38.00528931
0,9600,,56900,,,,,,14.43523879
1,9600,24680,43500,18,0,3,0,19,
0,9600,50655,59502,0,0,0,0,20,37.98235351
0,9600,45240,60136,2,0,1,0,19,38.45430002
0,9600,77359,101365,1,0,0,0,31,33.48191013
0,9600,44553,48626,20,0,1,0,18,35.55592289
0,9700,75566,92066,14,0,0,0,8,25.16118348
0,9700,29094,51990,30,0,0,0,19,20.74336471
0,9700,45907,57507,6,0,0,0,11,29.03757422
0,9700,53527,58605,4,0,0,3,12,36.70953891
0,9700,98232,117321,19,0,2,2,15,36.95089224
0,9700,,64644,,0,0,0,6,36.5731696
0,9700,21883,67432,24,0,0,1,12,41.41428065
0,9700,84933,122520,10,0,0,1,23,36.79501396
1,9700,55986,73000,2.5,0,1,2,29,
0,9700,108000,210000,2.3,0,0,1,15,
0,9700,5801,58305,8,2,1,1,22,
0,9700,59100,74986,14,0,0,1,32,
1,9700,53000,56000,2,0,0,5,18,
1,9700,73085,92000,8,0,3,0,34,
0,9700,39141,48905,13,0,0,0,11,32.4314097
0,9700,44652,63232,9,0,0,0,22,37.03487587
0,9700,59633,70398,4,0,0,1,16,38.86724899
0,9700,63488,74374,5,0,0,2,15,26.89601277
0,9700,8852,60599,7,2,1,1,21,16.87198276
1,9700,32660,54536,0,0,0,0,13,67.32490355
0,9700,,54385,10,0,0,1,13,34.17040354
0,9700,77394,86917,16,0,1,0,9,27.70585654
1,9700,47000,82000,,1,2,,8,
0,9800,54564,62109,10,0,0,0,19,32.56568637
0,9800,15021,31900,6,0,0,0,11,22.29124919
0,9800,136154,203815,1,0,0,2,23,35.8789883
0,9800,79405,111563,0,0,0,1,38,19.33281003
0,9800,58936,78078,19,0,0,0,11,32.18876052
0,9800,74962,108730,4,0,1,1,33,37.32134756
1,9800,36500,54000,17,0,1,5,19,
0,9800,81199,206201,12,0,0,,7,21.28386768
0,9800,49287,69831,2,0,0,2,16,29.71346691
0,9800,62826,65912,6,0,0,0,34,37.58819954
0,9800,49298,73426,9,3,1,1,29,34.69036125
0,9800,69919,100267,16,,,3,15,26.83504341
0,9800,32550,52554,12,0,0,1,32,37.92308809
0,9800,54681,74097,2,0,1,3,18,36.61866086
0,9800,53643,113161,5,0,1,0,9,23.7736104
0,9800,80267,209931,14,0,0,,8,19.9696287
0,9800,78022,103466,1,0,0,2,24,37.43461536
0,9800,,45197,,,,,11,29.646666
0,9800,52973,65481,10,0,0,2,33,36.878297
0,9800,55330,78154,2,0,1,0,23,28.89610186
0,9800,54861,71138,4,0,0,2,16,36.03571287
0,9800,56188,90143,17,0,0,0,29,25.62165041
0,9800,79767,93525,0,4,0,0,4,31.29011899
0,9800,63891,72980,7,0,0,2,24,39.37186986
0,9800,47126,57365,0,0,1,0,19,38.6576403
0,9800,55539,73560,4,0,0,1,14,26.33161906
1,9900,37609,120186,,0,0,3,30,53.17891111
0,9900,60488,75507,3,0,0,1,17,38.47307527
0,9900,35448,58056,11,0,0,1,31,37.2974321
0,9900,79379,205346,14,0,0,,7,19.79942792
0,9900,72674,89909,15,0,1,0,8,27.35463407
1,9900,88236,104953,1,0,0,0,2,28.62263209
0,9900,73804,97413,5,0,0,0,25,33.5248796
0,9900,28432,36605,0,0,0,1,29,37.58819565
0,9900,52800,66000,29,1,3,1,24,
0,9900,111000,134347,16,,1,1,33,
1,9900,21400,36600,2,0,0,2,26,
0,9900,8673,37244,4,0,0,0,12,24.49628632
0,9900,117003,219783,1,0,0,0,14,25.6226109
1,9900,71371,84865,0,2,0,0,12,38.2113051
0,9900,55231,78708,4,0,0,2,15,24.59499257
0,9900,47367,114837,4,0,0,0,10,25.04210854
0,9900,108155,219936,2,0,0,1,15,27.99205166
0,9900,74009,108371,1,0,0,0,36,17.25711715
0,9900,82697,100689,3,0,0,0,26,33.59171631
0,9900,47865,88105,18,0,0,0,17,34.55330539
0,9900,84920,201713,13,0,0,,8,21.05764132
0,9900,54961,70609,6,,4,2,11,40.70254787
0,9900,26427,87134,20,0,0,0,11,25.00396549
1,9900,23767,39293,5,1,0,0,9,24.60512881
0,9900,31244,44138,14,0,0,1,9,31.68813428
0,9900,55342,72357,7,,3,1,11,39.87034036
1,9900,59206,75690,6,0,2,1,19,30.77602786
